Mission 1 Level 1 - Unforseen Consequences
1969;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;1969
3338;1273;1285;1285;1285;1285;1285;1285;1297;1801;1801;1801;1813;1801;1801;1801;1801;1801;1801;1801;1801;1813;1756;1885;1885;1885;1885;1753;3338;3338;3338;3338
3338;1288;1249;1249;1249;1465;1249;1249;1477;481;481;481;481;481;481;481;481;481;481;481;481;481;1885;1885;1885;1885;1885;1885;3338;3338;3338;3338
3338;1288;1249;1249;1333;1249;1465;1249;1477;2137;2137;2137;2137;2137;2137;2137;2137;2137;2137;2137;2137;2137;1885;1885;1885;1885;1885;1885;3338;3338;3338;3338
3338;1288;1249;1465;1513;1249;1249;1249;1477;2377;2377;2377;2377;2377;2425;2425;2389;2389;2389;2389;2389;2389;1885;1885;1885;1885;1885;1885;3338;3338;3338;3338
3338;1288;1249;1249;1249;1249;1465;1249;1477;483;483;483;471;478;2101;2089;470;475;489;489;489;489;1885;1885;1885;1885;1885;1885;3338;3338;3338;3338
3338;1288;1249;1249;1249;1249;1249;1249;1477;3338;3338;3338;3338;484;2101;2089;482;3338;3338;3338;3338;3338;1755;1885;1885;1885;1885;1754;3338;3229;3338;3338
3338;1299;1287;1287;1287;1287;1287;1287;1275;3338;3338;3338;3338;484;2101;2089;482;3338;3338;3338;3229;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338
3338;3338;3338;3338;3338;3337;3338;1802;3338;3338;3338;3338;3338;484;2101;2089;482;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338
3337;1129;1141;865;877;3338;3338;1802;3338;3338;3338;3338;3338;484;2101;2089;482;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338
3338;3337;1149;873;885;3338;3338;1814;3338;3338;3338;3338;3337;484;2101;2089;482;3338;3338;3338;3338;2569;2581;2581;2581;2581;2581;2570;3338;3338;3338;3229
3338;3338;3337;3338;3338;3338;3338;1802;3338;3337;1333;3337;3338;484;2101;2089;480;3338;3338;3338;3337;2584;2833;2833;2833;2833;2833;2582;3338;3338;3338;3338
3338;3337;3337;3337;3338;3338;3338;1802;3338;3338;1513;3338;3338;484;2101;2089;3121;3121;3121;3121;3121;2584;2833;2833;2833;2833;2833;2582;3338;3338;3338;3338
3338;3338;3338;3338;3337;3338;3338;1802;3338;3338;3338;3338;3338;484;2101;2089;3121;3121;3121;3121;3121;2584;2833;2833;2833;2833;2833;2582;3338;3338;3338;3338
3338;3338;3338;1909;1885;1885;1885;1885;1885;1753;3337;3338;3338;484;2341;2089;470;3338;3338;3338;3338;2584;2833;2833;2833;2833;2833;2582;3338;3338;3338;3338
3338;3338;3338;1885;2209;2221;2209;2221;2209;2221;394;644;3338;472;2341;2089;482;3338;3338;3338;3338;2572;2583;2583;2583;2583;2583;2571;3338;3338;3338;3338
3338;3338;3338;1885;2209;2221;2209;2221;2209;2221;400;652;652;652;2341;2089;482;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338
3338;3338;3338;1885;2209;2221;2209;2221;2209;2221;400;652;652;652;2341;2089;482;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338
